Date;Open;High;Low;Close;Volume
2012.03.29 00:00;1773.45;1799.33;1770.78;1792.0;1
2012.03.30 00:00;1791.6;1798.55;1784.85;1787.46;1
2012.04.02 00:00;1786.9;1789.53;1772.45;1776.11;1
2012.04.03 00:00;1773.2;1780.5;1764.55;1770.0;1
2012.04.04 00:00;1769.0;1778.7;1768.78;1773.94;1
2012.04.05 00:00;1771.5;1778.0;1772.01;1775.5;1
2012.04.06 00:00;1771.5;1773.01;1772.01;1772.5;1
2012.04.09 00:00;1772.0;1788.45;1772.1;1787.0;1
2012.04.10 00:00;1783.23;1800.0;1777.5;1794.3;1
2012.04.11 00:00;1793.7;1796.1;1784.85;1788.13;1
2012.04.12 00:00;1787.5;1790.58;1771.45;1777.2;1
2012.04.13 00:00;1776.2;1780.37;1773.88;1775.9;1
2012.04.16 00:00;1775.6;1781.75;1770.63;1776.6;1
2012.04.17 00:00;1775.9;1777.73;1765.3;1769.8;1
2012.04.18 00:00;1769.06;1777.7;1769.03;1775.5;1
2012.04.19 00:00;1775.0;1781.6;1772.12;1774.2;1
2012.04.20 00:00;1774.4;1776.33;1766.65;1771.0;1
2012.04.23 00:00;1771.0;1778.65;1769.0;1769.5;1
2012.04.24 00:00;1769.5;1771.5;1765.5;1769.8;1
2012.04.25 00:00;1769.9;1772.65;1759.83;1761.8;1
2012.04.26 00:00;1761.5;1770.0;1758.93;1762.1;1
2012.04.27 00:00;1761.98;1766.25;1757.38;1764.42;1
2012.04.30 00:00;1764.42;1768.5;1761.24;1762.38;1
2012.05.01 00:00;1762.4;1766.5;1761.7;1762.5;1
2012.05.02 00:00;1760.88;1770.85;1754.3;1756.75;1
2012.05.03 00:00;1756.76;1759.0;1750.9;1756.6;1
2012.05.04 00:00;1756.78;1760.93;1753.38;1757.75;1
2012.05.07 00:00;1757.75;1764.75;1753.05;1754.57;1
2012.05.08 00:00;1754.39;1768.28;1753.2;1767.0;1
2012.05.09 00:00;1767.0;1784.0;1765.87;1770.0;1
2012.05.10 00:00;1770.09;1772.0;1757.0;1762.7;1
2012.05.11 00:00;1762.6;1771.65;1760.46;1763.37;1
2012.05.14 00:00;1763.37;1775.6;1762.5;1772.1;1
2012.05.15 00:00;1772.1;1790.99;1769.7;1788.0;1
2012.05.16 00:00;1787.35;1801.28;1784.25;1793.6;1
2012.05.17 00:00;1793.6;1811.3;1793.1;1806.0;1
2012.05.18 00:00;1806.0;1824.95;1800.5;1823.0;1
2012.05.21 00:00;1821.67;1831.0;1820.13;1830.5;1
2012.05.22 00:00;1830.5;1830.5;1818.9;1827.12;1
2012.05.23 00:00;1826.39;1854.08;1826.05;1845.2;1
2012.05.24 00:00;1845.2;1848.5;1831.3;1842.0;1
2012.05.25 00:00;1841.0;1852.0;1829.45;1832.13;1
2012.05.28 00:00;1832.13;1832.13;1820.0;1823.0;1
2012.05.29 00:00;1830.3;1835.18;1808.55;1815.0;1
2012.05.30 00:00;1814.83;1832.83;1812.5;1827.0;1
2012.05.31 00:00;1826.63;1839.15;1814.0;1828.0;1
2012.06.01 00:00;1828.07;1847.73;1827.05;1831.0;1
2012.06.04 00:00;1830.63;1831.95;1810.05;1817.6;1
2012.06.05 00:00;1817.6;1818.55;1788.25;1792.0;1
2012.06.06 00:00;1791.98;1793.08;1778.15;1781.6;1
2012.06.07 00:00;1776.48;1781.44;1759.05;1771.43;1
2012.06.08 00:00;1771.32;1784.0;1769.5;1775.0;1
2012.06.11 00:00;1775.0;1777.75;1767.0;1771.0;1
2012.06.12 00:00;1770.13;1781.35;1770.13;1778.87;1
2012.06.13 00:00;1775.48;1788.65;1775.25;1784.95;1
2012.06.14 00:00;1784.95;1795.43;1779.0;1790.94;1
2012.06.15 00:00;1790.94;1794.0;1782.13;1783.95;1
2012.06.18 00:00;1783.95;1791.0;1782.7;1788.0;1
2012.06.19 00:00;1788.0;1789.0;1769.7;1770.78;1
2012.06.20 00:00;1770.23;1776.6;1767.38;1770.7;1
2012.06.21 00:00;1768.73;1779.85;1766.88;1778.25;1
2012.06.22 00:00;1778.25;1794.23;1777.58;1790.8;1
2012.06.25 00:00;1790.8;1808.55;1789.45;1803.53;1
2012.06.26 00:00;1803.53;1810.3;1801.38;1802.98;1
2012.06.27 00:00;1802.98;1804.98;1790.82;1792.82;1
2012.06.28 00:00;1792.82;1810.5;1792.5;1807.35;1
2012.06.29 00:00;1807.35;1807.35;1780.45;1782.84;1
2012.07.02 00:00;1782.84;1784.75;1774.25;1776.25;1
2012.07.03 00:00;1776.0;1784.43;1766.68;1769.75;1
2012.07.04 00:00;1770.0;1778.5;1770.0;1773.0;1
2012.07.05 00:00;1773.0;1781.65;1769.88;1775.5;1
2012.07.06 00:00;1776.25;1790.28;1776.25;1785.5;1
2012.07.09 00:00;1785.5;1795.38;1773.5;1787.5;1
2012.07.10 00:00;1789.48;1791.0;1781.15;1787.52;1
2012.07.11 00:00;1787.52;1790.93;1780.85;1787.5;1
2012.07.12 00:00;1787.5;1795.7;1785.18;1787.9;1
2012.07.13 00:00;1787.9;1793.5;1775.1;1776.6;1
2012.07.16 00:00;1780.5;1782.75;1773.4;1779.6;1
2012.07.17 00:00;1779.6;1783.08;1772.0;1780.6;1
2012.07.18 00:00;1780.6;1789.39;1774.13;1776.4;1
2012.07.19 00:00;1776.4;1781.35;1771.23;1779.8;1
2012.07.20 00:00;1779.8;1785.0;1774.5;1774.5;1
2012.07.23 00:00;1780.4;1796.95;1779.95;1789.33;1
2012.07.24 00:00;1789.6;1807.18;1785.0;1803.1;1
2012.07.25 00:00;1803.1;1806.05;1793.5;1799.2;1
2012.07.26 00:00;1799.2;1799.2;1784.05;1791.49;1
2012.07.27 00:00;1791.0;1795.32;1785.85;1791.1;1
2012.07.30 00:00;1791.1;1792.73;1785.35;1790.9;1
2012.07.31 00:00;1790.9;1794.13;1785.45;1792.1;1
2012.08.01 00:00;1792.59;1794.04;1782.95;1786.9;1
2012.08.02 00:00;1786.9;1795.05;1776.41;1791.2;1
2012.08.03 00:00;1791.2;1791.51;1776.43;1786.0;1
2012.08.06 00:00;1786.0;1790.45;1781.8;1788.7;1
2012.08.07 00:00;1788.7;1789.52;1787.44;1788.5;1
2012.08.08 00:00;1788.5;1794.45;1786.04;1787.7;1
2012.08.09 00:00;1787.7;1792.8;1785.7;1788.2;1
2012.08.10 00:00;1787.96;1796.25;1781.29;1791.0;1
2012.08.13 00:00;1791.2;1796.45;1787.85;1793.8;1
2012.08.14 00:00;1793.6;1805.72;1791.4;1803.7;1
2012.08.15 00:00;1803.28;1822.63;1802.98;1820.0;1
2012.08.16 00:00;1820.2;1832.77;1813.15;1818.8;1
2012.08.17 00:00;1819.4;1827.03;1817.35;1820.9;1
2012.08.20 00:00;1820.9;1822.2;1819.95;1820.5;1
2012.08.21 00:00;1820.5;1821.95;1812.85;1814.46;1
2012.08.22 00:00;1814.46;1819.5;1809.53;1812.65;1
2012.08.23 00:00;1812.65;1812.86;1805.65;1808.9;1
2012.08.24 00:00;1808.9;1819.5;1808.64;1814.35;1
2012.08.27 00:00;1814.35;1826.0;1812.3;1823.0;1
2012.08.28 00:00;1823.0;1834.05;1820.03;1828.2;1
2012.08.29 00:00;1828.2;1839.21;1828.1;1830.9;1
2012.08.30 00:00;1830.9;1838.1;1825.5;1829.83;1
2012.08.31 00:00;1829.83;1832.05;1821.26;1824.31;1
2012.09.03 00:00;1824.31;1826.0;1824.31;1826.0;1
2012.09.04 00:00;1826.0;1827.62;1819.73;1825.0;1
2012.09.05 00:00;1825.0;1826.34;1807.99;1809.62;1
2012.09.06 00:00;1809.62;1812.75;1799.09;1800.2;1
2012.09.07 00:00;1800.3;1804.6;1790.28;1801.01;1
2012.09.10 00:00;1801.01;1809.27;1793.88;1797.23;1
2012.09.11 00:00;1797.23;1800.5;1791.46;1796.88;1
2012.09.12 00:00;1796.88;1806.88;1792.25;1800.85;1
2012.09.13 00:00;1800.85;1805.25;1792.55;1793.99;1
2012.09.14 00:00;1793.99;1797.21;1785.59;1793.61;1
2012.09.17 00:00;1793.61;1802.14;1790.0;1798.65;1
2012.09.18 00:00;1798.65;1808.95;1792.45;1795.6;1
2012.09.19 00:00;1795.6;1802.1;1791.76;1796.8;1
2012.09.20 00:00;1796.8;1804.36;1791.3;1793.85;1
2012.09.21 00:00;1793.95;1801.0;1788.32;1797.95;1
2012.09.24 00:00;1797.95;1804.75;1795.53;1800.5;1
2012.09.25 00:00;1800.35;1800.9;1793.23;1797.25;1
2012.09.26 00:00;1797.0;1806.4;1795.89;1797.75;1
2012.09.27 00:00;1797.8;1800.42;1793.6;1798.65;1
2012.09.28 00:00;1798.61;1802.97;1797.26;1799.75;1
2012.10.01 00:00;1799.7;1801.88;1792.0;1800.1;1
2012.10.02 00:00;1800.02;1801.69;1796.72;1799.0;1
2012.10.03 00:00;1799.0;1805.05;1797.73;1802.7;1
2012.10.04 00:00;1802.4;1802.99;1793.89;1795.3;1
2012.10.05 00:00;1795.45;1799.05;1791.32;1796.64;1
2012.10.08 00:00;1796.64;1796.64;1796.64;1796.64;1
2012.10.09 00:00;1797.5;1802.23;1793.31;1799.2;1
2012.10.10 00:00;1799.35;1804.25;1796.33;1799.94;1
2012.10.11 00:00;1799.7;1802.13;1792.28;1799.6;1
2012.10.12 00:00;1799.4;1803.23;1793.75;1797.9;1
2012.10.15 00:00;1797.48;1798.15;1797.33;1798.0;1
2012.10.16 00:00;1798.0;1801.22;1793.25;1799.4;1
2012.10.17 00:00;1799.6;1804.5;1794.82;1797.6;1
2012.10.18 00:00;1797.6;1802.43;1794.09;1796.1;1
2012.10.19 00:00;1796.3;1802.6;1794.2;1798.5;1
2012.10.22 00:00;1799.05;1813.3;1795.87;1808.55;1
2012.10.23 00:00;1808.5;1821.28;1806.5;1816.25;1
2012.10.24 00:00;1816.15;1821.03;1809.63;1816.65;1
2012.10.25 00:00;1816.7;1819.68;1811.93;1817.88;1
2012.10.26 00:00;1818.0;1829.25;1815.38;1827.6;1
2012.10.29 00:00;1830.5;1836.39;1827.68;1830.2;1
2012.10.30 00:00;1830.23;1832.48;1827.03;1831.3;1
2012.10.31 00:00;1831.25;1837.67;1824.38;1831.77;1
2012.11.01 00:00;1831.7;1835.87;1822.25;1825.15;1
2012.11.02 00:00;1825.19;1841.58;1823.0;1825.25;1
2012.11.05 00:00;1825.15;1830.5;1824.9;1830.5;1
2012.11.06 00:00;1825.5;1828.7;1810.22;1811.65;1
2012.11.07 00:00;1811.7;1818.22;1811.1;1813.05;1
2012.11.08 00:00;1812.95;1817.4;1809.51;1810.35;1
2012.11.09 00:00;1810.4;1822.8;1809.9;1815.25;1
2012.11.12 00:00;1815.3;1815.75;1814.7;1815.5;1
2012.11.13 00:00;1814.8;1823.45;1814.65;1816.65;1
2012.11.14 00:00;1816.8;1821.35;1816.1;1820.75;1
2012.11.15 00:00;1820.8;1825.55;1819.0;1824.6;1
2012.11.16 00:00;1824.6;1827.9;1819.85;1823.3;1
2012.11.19 00:00;1823.3;1825.93;1812.65;1818.7;1
2012.11.20 00:00;1818.5;1820.68;1811.28;1816.0;1
2012.11.21 00:00;1816.0;1821.05;1812.43;1815.7;1
2012.11.22 00:00;1815.7;1815.7;1815.7;1815.7;1
2012.11.23 00:00;1815.7;1825.2;1813.38;1823.5;1
2012.11.26 00:00;1823.5;1830.13;1820.5;1823.5;1
2012.11.27 00:00;1824.0;1827.43;1818.27;1824.2;1
2012.11.28 00:00;1824.0;1831.53;1820.53;1823.6;1
2012.11.29 00:00;1823.4;1825.0;1812.83;1815.3;1
2012.11.30 00:00;1815.1;1818.8;1810.05;1815.2;1
